episodes,time_step,history_queue_length,send_fail,calculated_reward
74,1400,12,2,-16.74642857142857
74,1450,17,0,-2.847058823529412
74,1500,15,1,-8.934375
74,1550,11,3,-23.675
74,1600,20,0,-2.8249999999999997
74,1650,13,2,-15.823333333333332
74,1700,16,0,-2.8374999999999995
74,1750,17,2,-13.076315789473686
74,1800,16,2,-13.616666666666667
74,1850,16,0,-2.85
74,1900,17,0,-2.8352941176470585
74,1950,17,2,-13.086842105263159
74,2000,18,1,-7.939473684210526
75,50,16,0,-2.859375
75,100,19,2,-12.064285714285713
75,150,10,1,-11.736363636363636
75,200,14,4,-24.450000000000003
75,250,20,1,-7.449999999999999
75,300,18,1,-7.955263157894737
75,350,13,1,-9.821428571428571
75,400,13,5,-29.84444444444445
75,450,11,3,-23.675
75,500,17,1,-8.244444444444445
75,550,10,1,-11.731818181818182
75,600,17,2,-13.081578947368422
75,650,12,1,-10.330769230769231
75,700,12,1,-10.357692307692307
75,750,14,3,-20.00294117647059
75,800,14,4,-24.430555555555557
75,850,13,2,-15.790000000000001
75,900,19,1,-7.702499999999999
75,950,12,2,-16.735714285714288
75,1000,19,0,-2.8315789473684205
75,1050,12,3,-22.296666666666667
75,1100,21,0,-2.8261904761904755
75,1150,12,1,-10.365384615384615
75,1200,18,3,-16.704761904761906
75,1250,11,1,-11.0
75,1300,12,2,-16.74642857142857
75,1350,20,0,-2.8174999999999994
75,1400,18,0,-2.8416666666666672
75,1450,10,2,-19.087500000000002
75,1500,16,1,-8.544117647058824
75,1550,21,0,-2.8404761904761906
75,1600,13,1,-9.796428571428573
75,1650,14,0,-2.8428571428571425
75,1700,17,2,-13.052631578947368
75,1750,16,2,-13.636111111111111
75,1800,14,0,-2.892857142857143
75,1850,16,1,-8.558823529411764
75,1900,16,0,-2.853125
75,1950,18,0,-2.836111111111111
75,2000,12,3,-22.273333333333333
76,50,11,4,-28.796666666666667
76,100,13,0,-2.876923076923077
76,150,13,2,-15.803333333333335
76,200,10,2,-19.083333333333332
76,250,18,1,-7.944736842105263
76,300,13,0,-2.896153846153846
76,350,13,1,-9.799999999999999
76,400,14,2,-15.003125
76,450,12,1,-10.365384615384615
76,500,11,2,-17.81923076923077
76,550,12,2,-16.739285714285714
76,600,16,0,-2.85
76,650,14,1,-9.33
76,700,15,1,-8.9375
76,750,19,1,-7.6825
76,800,15,2,-14.285294117647059
76,850,16,0,-2.853125
76,900,8,2,-22.305
76,950,13,2,-15.85
76,1000,16,0,-2.8531250000000004
76,1050,17,1,-8.230555555555556
76,1100,19,0,-2.8315789473684205
76,1150,11,2,-17.838461538461537
76,1200,17,1,-8.23611111111111
76,1250,15,0,-2.866666666666667
76,1300,10,3,-25.28076923076923
76,1350,13,2,-15.783333333333333
76,1400,17,1,-8.222222222222221
76,1450,16,0,-2.8406249999999997
76,1500,14,3,-20.0
76,1550,19,0,-2.8342105263157897
76,1600,18,0,-2.836111111111111
76,1650,17,1,-8.230555555555556
76,1700,13,1,-9.789285714285715
76,1750,17,2,-13.057894736842105
76,1800,25,0,-2.8
76,1850,12,1,-10.350000000000001
76,1900,11,7,-40.625
76,1950,17,1,-8.230555555555556
76,2000,21,0,-2.8238095238095235
77,50,16,0,-2.8468749999999994
77,100,14,4,-24.430555555555557
77,150,19,0,-2.8210526315789473
77,200,18,0,-2.8472222222222223
77,250,14,1,-9.343333333333334
77,300,15,1,-8.90625
77,350,12,2,-16.767857142857142
77,400,12,3,-22.28666666666667
77,450,12,2,-16.757142857142856
77,500,21,1,-7.2272727272727275
77,550,22,0,-2.8136363636363626
77,600,12,4,-27.128125
77,650,19,0,-2.831578947368421
77,700,13,3,-21.0625
77,750,14,0,-2.8785714285714286
77,800,14,2,-15.0
77,850,17,0,-2.8529411764705883
77,900,17,1,-8.222222222222221
77,950,14,2,-15.009375
77,1000,16,0,-2.840625
77,1050,18,1,-7.9526315789473685
77,1100,10,2,-19.091666666666665
77,1150,17,2,-13.052631578947368
77,1200,18,0,-2.8333333333333335
77,1250,16,0,-2.853125
77,1300,14,2,-15.00625
77,1350,18,1,-7.95
77,1400,15,0,-2.86
77,1450,19,3,-16.075
77,1500,12,3,-22.279999999999998
77,1550,19,1,-7.665000000000001
77,1600,15,0,-2.87
77,1650,19,1,-7.6875
77,1700,13,1,-9.825000000000001
77,1750,19,0,-2.8315789473684214
77,1800,13,2,-15.793333333333333
77,1850,16,0,-2.8437499999999996
77,1900,11,3,-23.67142857142857
77,1950,20,0,-2.8325
77,2000,14,0,-2.8642857142857143
78,50,15,0,-2.866666666666667
78,100,16,1,-8.552941176470586
78,150,13,3,-21.06875
78,200,14,0,-2.8928571428571432
78,250,14,2,-14.978125
78,300,15,1,-8.940625
78,350,13,2,-15.813333333333333
78,400,18,0,-2.841666666666666
78,450,10,2,-19.070833333333333
78,500,16,0,-2.8562499999999997
78,550,17,1,-8.222222222222221
78,600,16,1,-8.56764705882353
78,650,17,1,-8.227777777777778
78,700,14,2,-15.009375
78,750,10,5,-35.25333333333333
78,800,7,2,-24.47222222222222
78,850,15,1,-8.91875
78,900,14,0,-2.882142857142857
78,950,18,0,-2.836111111111111
78,1000,14,3,-20.0
78,1050,11,1,-10.975
78,1100,17,1,-8.219444444444443
78,1150,10,4,-30.664285714285715
78,1200,13,3,-21.06875
78,1250,13,3,-21.075
78,1300,15,1,-8.909374999999999
78,1350,20,1,-7.466666666666667
78,1400,13,2,-15.813333333333333
78,1450,12,1,-10.323076923076922
78,1500,18,1,-7.947368421052632
78,1550,14,2,-14.987499999999999
78,1600,14,1,-9.326666666666666
78,1650,18,0,-2.8499999999999996
78,1700,16,4,-22.2625
78,1750,10,2,-19.05
78,1800,12,5,-31.458823529411763
78,1850,20,0,-2.8225000000000002
78,1900,18,0,-2.836111111111111
78,1950,16,0,-2.8625000000000003
78,2000,17,1,-8.23611111111111
79,50,19,0,-2.8342105263157897
79,100,18,1,-7.949999999999999
79,150,18,0,-2.8305555555555557
79,200,17,1,-8.238888888888887
79,250,12,2,-16.732142857142858
79,300,18,0,-2.8472222222222228
79,350,15,1,-8.915625
79,400,18,1,-7.947368421052632
79,450,17,0,-2.838235294117647
79,500,14,2,-15.00625
79,550,8,2,-22.34
79,600,12,2,-16.742857142857144
79,650,20,3,-15.491304347826087
79,700,14,1,-9.340000000000002
79,750,15,2,-14.25294117647059
79,800,13,2,-15.826666666666666
79,850,12,1,-10.346153846153847
79,900,18,1,-7.942105263157895
79,950,14,0,-2.8571428571428577
79,1000,14,2,-14.984375
79,1050,16,2,-13.675
79,1100,14,2,-15.006250000000001
79,1150,15,1,-8.89375
79,1200,11,2,-17.8
79,1250,14,2,-14.9875
79,1300,16,1,-8.558823529411764
79,1350,12,2,-16.74642857142857
79,1400,10,3,-25.303846153846152
79,1450,16,1,-8.579411764705883
79,1500,17,0,-2.835294117647059
79,1550,18,1,-7.9605263157894735
79,1600,15,0,-2.866666666666667
79,1650,18,1,-7.93157894736842
79,1700,10,4,-30.62857142857143
79,1750,15,1,-8.921875
79,1800,16,1,-8.564705882352941
79,1850,19,4,-19.717391304347824
79,1900,19,0,-2.828947368421053
79,1950,16,1,-8.56764705882353
79,2000,15,1,-8.928125
80,50,10,2,-19.091666666666665
80,100,17,2,-13.057894736842105
80,150,17,0,-2.8588235294117648
80,200,17,1,-8.241666666666667
80,250,18,0,-2.827777777777778
80,300,15,0,-2.8800000000000003
80,350,15,0,-2.8333333333333335
80,400,15,0,-2.9000000000000004
80,450,12,2,-16.742857142857144
80,500,17,0,-2.858823529411765
80,550,15,2,-14.258823529411764
80,600,21,0,-2.8404761904761906
80,650,16,0,-2.853125
80,700,18,0,-2.836111111111111
80,750,13,0,-2.896153846153846
80,800,13,4,-25.711764705882356
80,850,12,0,-2.904166666666667
80,900,18,2,-12.555
80,950,18,3,-16.702380952380953
80,1000,14,1,-9.340000000000002
80,1050,18,0,-2.838888888888889
80,1100,10,4,-30.599999999999998
80,1150,16,2,-13.636111111111111
80,1200,15,1,-8.909375
80,1250,15,0,-2.8833333333333337
80,1300,11,2,-17.834615384615383
80,1350,18,0,-2.844444444444444
80,1400,15,1,-8.93125
80,1450,15,1,-8.921875
80,1500,18,0,-2.8333333333333335
80,1550,16,0,-2.8499999999999996
80,1600,15,5,-27.1125
80,1650,12,2,-16.789285714285715
80,1700,13,2,-15.81
80,1750,17,0,-2.8470588235294123
80,1800,13,3,-21.078125
80,1850,15,1,-8.921875
80,1900,12,5,-31.423529411764708
80,1950,15,3,-19.044444444444444
80,2000,15,1,-8.91875
81,50,9,3,-27.224999999999998
81,100,18,0,-2.8277777777777775
81,150,25,0,-2.804
81,200,11,3,-23.685714285714287
81,250,21,1,-7.2340909090909085
81,300,17,1,-8.247222222222222
81,350,16,0,-2.8437500000000004
81,400,7,4,-38.21363636363637
81,450,14,2,-14.984375
81,500,19,0,-2.8315789473684205
81,550,11,1,-10.970833333333333
81,600,13,5,-29.827777777777776
81,650,13,0,-2.8576923076923078
81,700,17,1,-8.247222222222222
81,750,14,1,-9.34
81,800,20,0,-2.8325000000000005
81,850,18,0,-2.822222222222222
81,900,11,3,-23.692857142857143
81,950,9,2,-20.586363636363636
81,1000,15,1,-8.909375
81,1050,22,0,-2.8272727272727267
81,1100,17,1,-8.238888888888889
81,1150,10,1,-11.754545454545456
81,1200,17,4,-21.33095238095238
81,1250,16,0,-2.85
81,1300,14,1,-9.353333333333333
81,1350,14,0,-2.867857142857143
81,1400,9,5,-37.603571428571435
81,1450,20,1,-7.449999999999999
81,1500,8,2,-22.305
81,1550,16,1,-8.570588235294117
81,1600,10,3,-25.299999999999997
81,1650,10,2,-19.087500000000002
81,1700,12,2,-16.74642857142857
81,1750,16,2,-13.641666666666667
81,1800,14,1,-9.35
81,1850,13,4,-25.679411764705883
81,1900,14,6,-32.010000000000005
81,1950,15,0,-2.863333333333333
81,2000,13,4,-25.705882352941178
82,50,19,0,-2.8210526315789473
82,100,12,2,-16.735714285714288
82,150,16,1,-8.570588235294117
82,200,13,1,-9.832142857142857
82,250,13,3,-21.071875
82,300,22,0,-2.8068181818181817
82,350,17,1,-8.247222222222222
82,400,15,1,-8.921875
82,450,15,4,-23.28684210526316
82,500,15,3,-19.044444444444444
82,550,14,2,-14.984375
82,600,19,0,-2.839473684210526
82,650,17,2,-13.06578947368421
82,700,14,2,-14.98125
82,750,22,0,-2.8181818181818183
82,800,16,1,-8.552941176470588
82,850,9,4,-32.76923076923077
82,900,18,0,-2.836111111111111
82,950,19,0,-2.826315789473684
82,1000,13,5,-29.83611111111111
82,1050,8,2,-22.330000000000002
82,1100,13,3,-21.075
82,1150,12,1,-10.334615384615384
82,1200,13,3,-21.0875
82,1250,17,3,-17.4025
82,1300,19,0,-2.8263157894736843
82,1350,14,1,-9.353333333333333
82,1400,12,1,-10.323076923076922
82,1450,18,0,-2.8361111111111112
82,1500,10,4,-30.635714285714283
82,1550,17,1,-8.241666666666667
82,1600,21,1,-7.231818181818181
82,1650,14,3,-19.991176470588236
82,1700,12,3,-22.3
82,1750,12,2,-16.74642857142857
82,1800,18,1,-7.931578947368422
82,1850,16,3,-18.181578947368422
82,1900,17,1,-8.23611111111111
82,1950,13,0,-2.8923076923076922
82,2000,22,1,-7.028260869565217
83,50,17,0,-2.841176470588235
83,100,15,2,-14.282352941176471
83,150,16,1,-8.564705882352943
83,200,17,0,-2.8470588235294114
83,250,14,1,-9.323333333333332
83,300,21,2,-11.26086956521739
83,350,14,0,-2.875
83,400,17,0,-2.8470588235294123
83,450,11,4,-28.763333333333332
83,500,15,1,-8.915625
83,550,17,2,-13.06842105263158
83,600,16,1,-8.573529411764707
83,650,17,2,-13.060526315789474
83,700,17,0,-2.8499999999999996
83,750,15,3,-19.02777777777778
83,800,22,1,-7.032608695652174
83,850,22,0,-2.8159090909090905
83,900,12,2,-16.732142857142858
83,950,20,1,-7.457142857142857
83,1000,14,1,-9.313333333333333
83,1050,11,2,-17.86923076923077
83,1100,14,3,-19.99705882352941
83,1150,17,7,-31.170833333333334
83,1200,18,0,-2.8194444444444446
83,1250,12,3,-22.279999999999998
83,1300,22,0,-2.829545454545455
83,1350,13,2,-15.803333333333335
83,1400,16,1,-8.549999999999999
83,1450,15,2,-14.26764705882353
83,1500,15,0,-2.8533333333333335
83,1550,14,2,-15.0
83,1600,7,3,-32.05
83,1650,13,1,-9.821428571428571
83,1700,19,1,-7.6825
83,1750,15,3,-19.047222222222224
83,1800,14,1,-9.32
83,1850,10,1,-11.736363636363636
83,1900,18,2,-12.55
83,1950,12,1,-10.3
83,2000,15,1,-8.94375
84,50,20,0,-2.8275
84,100,18,0,-2.836111111111111
84,150,15,0,-2.85
84,200,18,2,-12.535
84,250,20,0,-2.8325000000000005
84,300,13,1,-9.814285714285715
84,350,13,1,-9.792857142857143
84,400,13,2,-15.806666666666667
84,450,18,1,-7.939473684210526
84,500,16,1,-8.547058823529412
84,550,10,1,-11.72272727272727
84,600,17,1,-8.241666666666667
84,650,19,1,-7.69
84,700,18,1,-7.947368421052632
84,750,11,1,-10.9375
84,800,23,1,-6.8625
84,850,15,1,-8.9375
84,900,18,1,-7.947368421052632
84,950,20,0,-2.825
84,1000,13,3,-21.065625
84,1050,14,1,-9.356666666666667
84,1100,10,2,-19.075
84,1150,15,0,-2.8666666666666667
84,1200,16,1,-8.544117647058824
84,1250,16,1,-8.541176470588235
84,1300,15,0,-2.896666666666667
84,1350,19,2,-12.076190476190476
84,1400,16,0,-2.8531250000000004
84,1450,15,3,-19.038888888888888
84,1500,17,0,-2.855882352941177
84,1550,17,1,-8.227777777777778
84,1600,8,4,-35.28333333333333
84,1650,13,3,-21.046875
84,1700,14,1,-9.343333333333334
84,1750,14,2,-14.99375
84,1800,12,2,-16.75714285714286
84,1850,16,1,-8.573529411764707
84,1900,14,2,-15.00625
84,1950,12,2,-16.764285714285712
84,2000,20,1,-7.442857142857143
85,50,18,1,-7.939473684210526
85,100,15,0,-2.8600000000000003
85,150,18,1,-7.944736842105263
85,200,18,1,-7.9421052631578934
85,250,12,2,-16.742857142857144
85,300,15,0,-2.866666666666667
85,350,14,3,-19.98235294117647
85,400,15,1,-8.9375
85,450,13,1,-9.760714285714286
85,500,9,4,-32.78846153846154
85,550,10,1,-11.745454545454544
85,600,20,1,-7.449999999999999
85,650,14,1,-9.35
85,700,13,2,-15.796666666666665
85,750,12,4,-27.1375
85,800,18,0,-2.852777777777778
85,850,11,4,-28.75
85,900,20,3,-15.478260869565217
85,950,17,0,-2.8323529411764703
85,1000,12,1,-10.376923076923077
85,1050,11,4,-28.77
85,1100,16,0,-2.8499999999999996
85,1150,12,1,-10.365384615384615
85,1200,14,1,-9.33
85,1250,14,1,-9.356666666666666
85,1300,19,0,-2.826315789473684
85,1350,15,0,-2.8666666666666667
85,1400,11,3,-23.657142857142855
85,1450,15,3,-19.025
85,1500,17,0,-2.8235294117647065
85,1550,21,1,-7.252272727272728
85,1600,12,2,-16.75
85,1650,9,1,-12.64
85,1700,12,1,-10.353846153846153
85,1750,17,1,-8.233333333333334
85,1800,17,0,-2.8382352941176476
85,1850,12,4,-27.15
85,1900,15,0,-2.873333333333334
85,1950,19,2,-12.071428571428571
85,2000,18,1,-7.936842105263159
86,50,9,3,-27.191666666666666
86,100,20,1,-7.4452380952380945
86,150,16,0,-2.85
86,200,12,1,-10.357692307692307
86,250,15,1,-8.915625
86,300,20,0,-2.8275
86,350,17,0,-2.847058823529411
86,400,14,2,-14.99375
86,450,13,1,-9.803571428571429
86,500,11,2,-17.842307692307692
86,550,14,1,-9.333333333333334
86,600,13,1,-9.807142857142859
86,650,20,1,-7.461904761904761
86,700,8,1,-13.683333333333334
86,750,16,1,-8.552941176470588
86,800,18,1,-7.939473684210526
86,850,19,0,-2.8342105263157893
86,900,12,1,-10.319230769230769
86,950,16,2,-13.633333333333333
86,1000,11,0,-2.918181818181819
86,1050,11,1,-10.979166666666666
86,1100,16,2,-13.630555555555555
86,1150,15,0,-2.853333333333333
86,1200,10,2,-19.125
86,1250,10,7,-42.84411764705882
86,1300,17,3,-17.405
86,1350,13,1,-9.821428571428571
86,1400,14,3,-19.99705882352941
86,1450,21,0,-2.819047619047619
86,1500,10,3,-25.31153846153846
86,1550,10,3,-25.284615384615385
86,1600,13,4,-25.688235294117646
86,1650,13,0,-2.873076923076923
86,1700,22,0,-2.820454545454545
86,1750,12,2,-16.739285714285717
86,1800,16,3,-18.16578947368421
86,1850,11,0,-2.918181818181819
86,1900,12,3,-22.316666666666666
86,1950,19,0,-2.8315789473684214
86,2000,21,0,-2.8190476190476192
87,50,18,0,-2.838888888888889
87,100,16,0,-2.8593749999999996
87,150,17,2,-13.039473684210526
87,200,12,2,-16.767857142857142
87,250,19,1,-7.675
87,300,17,0,-2.847058823529412
87,350,13,1,-9.796428571428573
87,400,18,0,-2.844444444444444
87,450,12,4,-27.15625
87,500,16,3,-18.176315789473687
87,550,12,0,-2.9
87,600,16,1,-8.573529411764707
87,650,17,0,-2.841176470588235
87,700,21,1,-7.225
87,750,14,3,-20.00294117647059
87,800,12,1,-10.357692307692307
87,850,9,1,-12.584999999999999
87,900,16,2,-13.647222222222222
87,950,18,0,-2.836111111111111
87,1000,14,3,-19.976470588235294
87,1050,17,1,-8.227777777777778
87,1100,11,2,-17.83076923076923
87,1150,17,2,-13.06842105263158
87,1200,11,4,-28.779999999999998
87,1250,14,3,-19.98235294117647
87,1300,16,0,-2.8625
87,1350,18,0,-2.797222222222222
87,1400,17,3,-17.419999999999998
87,1450,18,0,-2.8472222222222223
87,1500,17,2,-13.063157894736841
87,1550,16,1,-8.558823529411764
87,1600,16,0,-2.8562500000000006
87,1650,17,2,-13.044736842105262
87,1700,12,1,-10.307692307692308
87,1750,16,1,-8.576470588235296
87,1800,15,2,-14.279411764705882
87,1850,9,2,-20.554545454545455
87,1900,12,2,-16.775
87,1950,16,1,-8.555882352941175
87,2000,15,2,-14.25294117647059
88,50,17,2,-13.06578947368421
88,100,9,2,-20.513636363636365
88,150,14,1,-9.356666666666666
88,200,13,0,-2.8769230769230774
88,250,24,1,-6.695999999999999
88,300,21,2,-11.258695652173913
88,350,22,0,-2.8068181818181817
88,400,17,1,-8.230555555555556
88,450,16,0,-2.83125
88,500,5,4,-46.077777777777776
88,550,18,2,-12.5425
88,600,15,2,-14.26764705882353
88,650,20,0,-2.8275
88,700,14,1,-9.33
88,750,16,2,-13.641666666666667
88,800,19,1,-7.6875
88,850,16,0,-2.85
88,900,10,3,-25.315384615384616
88,950,12,2,-16.75357142857143
88,1000,16,2,-13.641666666666667
88,1050,13,3,-21.08125
88,1100,15,3,-19.03611111111111
88,1150,10,5,-35.25333333333333
88,1200,15,0,-2.8333333333333335
88,1250,11,4,-28.803333333333335
88,1300,17,1,-8.241666666666667
88,1350,12,1,-10.350000000000001
88,1400,14,2,-15.03125
88,1450,16,1,-8.555882352941175
88,1500,13,1,-9.8
88,1550,23,1,-6.858333333333333
88,1600,18,0,-2.811111111111111
88,1650,13,2,-15.843333333333334
88,1700,12,0,-2.9083333333333337
88,1750,15,2,-14.285294117647059
88,1800,12,4,-27.14375
88,1850,11,2,-17.773076923076925
88,1900,15,3,-19.049999999999997
88,1950,21,2,-11.25
88,2000,16,2,-13.644444444444444
89,50,21,0,-2.8214285714285716
89,100,16,3,-18.173684210526318
89,150,20,0,-2.8225
89,200,12,2,-16.70357142857143
89,250,17,1,-8.216666666666667
89,300,16,1,-8.55
89,350,20,0,-2.8249999999999993
89,400,18,0,-2.811111111111111
89,450,18,2,-12.5725
89,500,15,0,-2.873333333333334
89,550,17,0,-2.844117647058824
89,600,16,1,-8.564705882352943
89,650,16,0,-2.840625
89,700,12,4,-27.140625
89,750,14,2,-15.009375
89,800,12,2,-16.764285714285712
89,850,13,1,-9.825000000000001
89,900,10,4,-30.607142857142858
89,950,18,0,-2.838888888888889
89,1000,15,1,-8.90625
89,1050,15,1,-8.921875
89,1100,10,3,-25.265384615384615
89,1150,11,4,-28.77
89,1200,14,3,-20.02058823529412
89,1250,20,1,-7.438095238095237
89,1300,16,1,-8.561764705882352
89,1350,18,0,-2.852777777777778
89,1400,19,1,-7.69
89,1450,14,0,-2.8750000000000004
89,1500,8,3,-29.40909090909091
89,1550,21,0,-2.8190476190476184
89,1600,16,3,-18.16578947368421
89,1650,18,1,-7.942105263157895
89,1700,16,3,-18.181578947368422
89,1750,20,1,-7.440476190476191
89,1800,12,0,-2.9166666666666674
89,1850,15,4,-23.289473684210527
89,1900,15,1,-8.925
89,1950,13,1,-9.807142857142859
89,2000,16,3,-18.178947368421053
90,50,16,0,-2.859375
90,100,14,1,-9.343333333333334
90,150,9,5,-37.59285714285714
90,200,14,1,-9.313333333333333
90,250,16,0,-2.8593749999999996
90,300,11,4,-28.78666666666667
90,350,16,1,-8.573529411764707
90,400,12,2,-16.728571428571428
90,450,12,2,-16.771428571428572
90,500,10,3,-25.31153846153846
90,550,19,0,-2.818421052631579
90,600,20,1,-7.438095238095237
90,650,19,0,-2.828947368421052
90,700,20,0,-2.8274999999999997
90,750,13,1,-9.803571428571429
90,800,16,1,-8.576470588235296
90,850,17,0,-2.838235294117647
90,900,12,3,-22.276666666666664
90,950,14,1,-9.33
90,1000,14,2,-14.9875
90,1050,13,1,-9.839285714285714
90,1100,12,0,-2.9291666666666667
90,1150,12,3,-22.263333333333332
90,1200,15,4,-23.326315789473682
90,1250,12,0,-2.891666666666667
90,1300,17,0,-2.8588235294117643
90,1350,16,1,-8.544117647058824
90,1400,23,0,-2.8130434782608695
90,1450,13,1,-9.803571428571429
90,1500,11,5,-33.20625
90,1550,11,3,-23.664285714285715
90,1600,20,1,-7.454761904761905
90,1650,14,2,-15.0
90,1700,15,1,-8.928125000000001
90,1750,14,0,-2.8714285714285714
90,1800,15,1,-8.909375
90,1850,20,0,-2.82
90,1900,11,3,-23.685714285714287
90,1950,12,3,-22.293333333333333
90,2000,20,2,-11.65227272727273
91,50,11,0,-2.895454545454546
91,100,17,1,-8.25
91,150,10,2,-19.070833333333333
91,200,15,2,-14.297058823529412
91,250,11,6,-37.15588235294118
91,300,13,2,-15.803333333333335
91,350,12,1,-10.373076923076924
91,400,16,2,-13.649999999999999
91,450,14,4,-24.436111111111114
91,500,8,3,-29.39090909090909
91,550,13,1,-9.803571428571429
91,600,17,0,-2.8470588235294123
91,650,18,1,-7.9526315789473685
91,700,17,2,-13.034210526315789
91,750,15,1,-8.950000000000001
91,800,13,4,-25.711764705882356
91,850,13,1,-9.810714285714287
91,900,16,2,-13.644444444444444
91,950,13,4,-25.71764705882353
91,1000,16,0,-2.8625000000000003
91,1050,15,0,-2.85
91,1100,13,2,-15.796666666666665
91,1150,13,1,-9.835714285714285
91,1200,12,3,-22.283333333333335
91,1250,10,2,-19.070833333333333
91,1300,13,3,-21.053125
91,1350,17,0,-2.852941176470588
91,1400,19,0,-2.831578947368421
91,1450,20,0,-2.8275
91,1500,15,3,-19.038888888888888
91,1550,12,1,-10.326923076923077
91,1600,15,4,-23.263157894736842
91,1650,16,0,-2.8312500000000003
91,1700,15,7,-33.76590909090909
91,1750,18,0,-2.8416666666666663
91,1800,16,2,-13.630555555555556
91,1850,16,1,-8.558823529411764
91,1900,16,2,-13.627777777777778
91,1950,16,0,-2.8562500000000006
91,2000,16,1,-8.541176470588235
92,50,18,0,-2.841666666666667
92,100,16,2,-13.644444444444444
92,150,19,0,-2.8289473684210527
92,200,19,0,-2.831578947368421
92,250,16,2,-13.63888888888889
92,300,17,0,-2.844117647058823
92,350,16,1,-8.56764705882353
92,400,15,0,-2.8699999999999997
92,450,17,2,-13.052631578947368
92,500,17,0,-2.847058823529412
92,550,15,0,-2.8666666666666667
92,600,19,0,-2.831578947368421
92,650,16,0,-2.853125
92,700,20,0,-2.8125
92,750,16,1,-8.564705882352941
92,800,16,0,-2.85625
92,850,11,2,-17.823076923076922
92,900,21,1,-7.2272727272727275
92,950,15,1,-8.9125
92,1000,13,0,-2.9000000000000004
92,1050,13,1,-9.792857142857143
92,1100,15,1,-8.928125
92,1150,14,1,-9.353333333333333
92,1200,19,0,-2.8342105263157897
92,1250,13,2,-15.803333333333335
92,1300,13,2,-15.826666666666666
92,1350,23,0,-2.813043478260869
92,1400,15,3,-19.041666666666668
92,1450,15,1,-8.9375
92,1500,22,1,-7.021739130434782
92,1550,17,1,-8.23611111111111
92,1600,19,0,-2.826315789473684
92,1650,14,1,-9.35
92,1700,13,5,-29.827777777777776
92,1750,16,0,-2.859375
92,1800,12,0,-2.895833333333334
92,1850,20,2,-11.645454545454545
92,1900,16,0,-2.83125
92,1950,9,3,-27.22083333333333
92,2000,17,0,-2.8470588235294123
93,50,18,0,-2.8305555555555553
93,100,12,2,-16.74642857142857
93,150,17,0,-2.8470588235294123
93,200,11,2,-17.803846153846152
93,250,13,2,-15.82
93,300,18,0,-2.8305555555555557
93,350,16,1,-8.573529411764707
93,400,15,2,-14.273529411764706
93,450,17,0,-2.8529411764705883
93,500,13,3,-21.08125
93,550,10,5,-35.25666666666667
93,600,12,2,-16.742857142857144
93,650,18,0,-2.830555555555555
93,700,14,1,-9.346666666666666
93,750,16,2,-13.636111111111111
93,800,12,4,-27.14375
93,850,16,1,-8.558823529411764
93,900,11,2,-17.85
93,950,16,2,-13.627777777777778
93,1000,14,2,-15.009375
93,1050,17,1,-8.241666666666667
93,1100,14,3,-20.00294117647059
93,1150,15,1,-8.925
93,1200,16,0,-2.8437499999999996
93,1250,15,2,-14.299999999999999
93,1300,17,0,-2.8411764705882354
93,1350,18,0,-2.8388888888888886
93,1400,11,2,-17.83076923076923
93,1450,12,2,-16.732142857142858
93,1500,14,1,-9.343333333333334
93,1550,21,0,-2.816666666666666
93,1600,18,0,-2.8361111111111112
93,1650,13,2,-15.8
93,1700,12,3,-22.283333333333335
93,1750,10,2,-19.045833333333334
93,1800,18,0,-2.8361111111111112
93,1850,13,4,-25.70294117647059
93,1900,9,6,-41.75
93,1950,15,1,-8.925
93,2000,17,0,-2.8294117647058825
94,50,18,0,-2.8305555555555553
94,100,14,1,-9.316666666666666
94,150,12,1,-10.36153846153846
94,200,17,0,-2.8470588235294123
94,250,10,3,-25.273076923076925
94,300,12,4,-27.15625
94,350,18,0,-2.833333333333334
94,400,16,1,-8.541176470588235
94,450,13,2,-15.833333333333334
94,500,20,0,-2.822499999999999
94,550,19,3,-16.06590909090909
94,600,14,3,-20.00588235294118
94,650,15,3,-19.03611111111111
94,700,19,0,-2.834210526315789
94,750,18,1,-7.934210526315789
94,800,19,2,-12.073809523809523
94,850,14,2,-15.009375
94,900,12,0,-2.9083333333333337
94,950,12,2,-16.767857142857142
94,1000,17,2,-13.057894736842105
94,1050,16,0,-2.8531250000000004
94,1100,12,1,-10.353846153846156
94,1150,19,2,-12.076190476190476
94,1200,14,1,-9.336666666666668
94,1250,11,2,-17.815384615384616
94,1300,10,2,-19.066666666666666
94,1350,14,1,-9.353333333333333
94,1400,13,2,-15.83
94,1450,14,1,-9.343333333333334
94,1500,15,0,-2.856666666666667
94,1550,15,1,-8.915625
94,1600,12,1,-10.346153846153847
94,1650,24,0,-2.822916666666666
94,1700,15,1,-8.91875
94,1750,14,1,-9.323333333333334
94,1800,15,2,-14.264705882352942
94,1850,15,2,-14.26764705882353
94,1900,14,4,-24.430555555555557
94,1950,18,2,-12.5475
94,2000,14,3,-20.00294117647059
95,50,9,0,-2.961111111111111
95,100,15,3,-19.041666666666668
95,150,15,2,-14.258823529411766
95,200,10,5,-35.269999999999996
95,250,22,1,-7.030434782608695
95,300,19,0,-2.8342105263157893
95,350,13,3,-21.078125
95,400,14,2,-15.003125
95,450,14,1,-9.33
95,500,10,2,-19.095833333333335
95,550,12,4,-27.15
95,600,12,2,-16.732142857142858
95,650,18,1,-7.957894736842104
